comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,suggested_label,suggested_dimension,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
"gk jls bgt email bnr , password bnr malah katanya gk terdaftar nyoba lg mlh disuruh ke kantor taaik",tidak jls bgt email bnr password bnr malah kata tidak daftar nyoba lg mlh suruh kantor taaik,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",19,,,daftar,,neutral,0.0,4.0,1.0,Idah Chan,2026-04-01 23:23:08,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,"gk jls bgt email bnr , password bnr malah katanya gk terdaftar nyoba lg mlh disuruh ke kantor taaik","gk jls bgt email bnr , password bnr malah katanya gk terdaftar nyoba lg mlh disuruh ke kantor taaik tidak jls bgt email bnr password bnr malah kata tidak daftar nyoba lg mlh suruh kantor taaik",False,False,True,False,True
sangat bagus dan sangat membantu,sangat bagus sangat bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,1,Usefulness,label_3_only_usefulness_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan usefulness saja.",5,bagus,"bantu, membantu",,,neutral,0.0,4.0,5.0,Darus 123,2026-04-01 23:15:47,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,0.0,moderate,True,sangat bagus dan sangat membantu,sangat bagus dan sangat membantu sangat bagus sangat bantu,True,True,False,False,True
👍🏻,,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.5859,5.76,5.0,manuntun togatorop,2026-04-01 22:56:31,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,👍🏻,👍🏻 ,False,False,False,False,False
bagus efektif,bagus efektif,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,neutral,0.0,4.0,5.0,Mohammad ismail,2026-04-01 22:52:32,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,bagus efektif,bagus efektif bagus efektif,True,False,False,False,True
luar biasaaaa,luar biasaaaa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,luar biasa,,,,positive,0.5574,5.67,5.0,Heri Anwar,2026-04-01 22:32:30,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False,luar biasaaaa,luar biasaaaa luar biasaaaa,True,False,False,False,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.4588,5.38,5.0,Djefry Lisapaly,2026-04-01 22:26:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.155,0.517,0.328,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
"mempermudah layanan tanpa harus laporan ke kantor cabang , jos jis",mudah layan tanpa lapor kantor cabang jos jis,0,1,1,Usefulness,1,Usefulness,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",11,jos,"layan, layanan",mudah,,positive,0.6369,5.91,5.0,Julian Mulia,2026-04-01 21:53:07,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.192,0.808,high,True,"mempermudah layanan tanpa harus laporan ke kantor cabang , jos jis","mempermudah layanan tanpa harus laporan ke kantor cabang , jos jis mudah layan tanpa lapor kantor cabang jos jis",True,True,True,False,True
the Best,the best,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.5859,5.76,5.0,Awet Wowor,2026-04-01 20:13:40,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.345,0.655,high,False,the best,the best the best,False,False,False,False,True
gampang cek saldo pakai jmo,gampang cek saldo pakai jmo,1,0,2,Ease of Use,1,Usefulness,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,saldo,"gampang, pakai",,positive,0.7906,6.37,5.0,Azzam Zharif,2026-04-01 20:03:46,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.222,0.778,high,True,gampang cek saldo pakai jmo,gampang cek saldo pakai jmo gampang cek saldo pakai jmo,False,True,True,False,True
mantap dah pokoknya,mantap dah pokok,0,1,1,Usefulness,1,Usefulness,True,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,"mantap, ok",,,,positive,0.5267,5.58,5.0,Fathir Setiadi,2026-04-01 20:01:16,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,True,mantap dah pokoknya,mantap dah pokoknya mantap dah pokok,True,False,False,False,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.5859,5.76,5.0,Ricky Sumardi,2026-04-01 18:35:42,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.4588,5.38,5.0,Amar Dito,2026-04-01 17:58:54,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap,mantap mantap,True,False,False,False,True
"gk bisa di buka di hp saya, keterangan macet",tidak bisa buka hp terang macet,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",9,,,"buka, macet, tidak bisa",tidak bisa buka,positive,0.8074,6.42,1.0,Wak Uteh,2026-04-01 17:24:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.12,0.88,high,False,"gk bisa di buka di hp saya, keterangan macet","gk bisa di buka di hp saya, keterangan macet tidak bisa buka hp terang macet",False,False,True,True,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,negative,-0.2023,3.39,4.0,Mirlansya Sya,2026-04-01 16:33:23,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.175,0.714,0.111,moderate,False,mantap,mantap mantap,True,False,False,False,True
tolong dperbaharui ini apk biar bisa dpake!!sudah berapa bulan mau buka tdk bisa,dperbaharui aplikasi biar bisa dpake berapa bulan mau buka tidak bisa,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",13,,,"buka, tidak bisa",,negative,-0.3818,2.85,1.0,AINUHA GEMES,2026-04-01 16:17:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.574,0.093,0.333,low,False,tolong dperbaharui ini apk biar bisa dpake!!sudah berapa bulan mau buka tdk bisa,tolong dperbaharui ini apk biar bisa dpake!!sudah berapa bulan mau buka tdk bisa dperbaharui aplikasi biar bisa dpake berapa bulan mau buka tidak bisa,False,False,True,False,True
mantul,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,"mantap, mantul",,,,positive,0.5859,5.76,5.0,yadi yadi,2026-04-01 15:18:31,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantul,mantul mantap,True,False,False,False,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,neutral,0.0,4.0,5.0,Sultan Adi Putra,2026-04-01 15:11:56,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,mantap,mantap mantap,True,False,False,False,True
good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,neutral,0.0,4.0,5.0,Boby Cha,2026-04-01 14:54:28,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,good,good good,True,False,False,False,True
lancarr,lancarr,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.5267,5.58,5.0,Sulis Tyono,2026-04-01 14:49:36,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,lancarr,lancarr lancarr,False,False,False,False,True
Ok,,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,ok,,,,positive,0.5574,5.67,3.0,Suryadi Bruno,2026-04-01 14:43:17,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False,ok,ok ,True,False,False,False,True
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,negative,-0.4404,2.68,5.0,Andi Hidayatullah,2026-04-01 14:11:15,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.379,0.332,0.289,low,False,bagus,bagus bagus,True,False,False,False,True
"RIBET DAN ERROR Padahal dulu cairin gampang banget, sekarang kualitas menurun tajam.",ribet error padahal dulu cairin gampang banget sekarang kualitas turun tajam,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",12,,cair,"error, gampang, ribet",,negative,-0.2023,3.39,1.0,Gilang Maulana Lingga Zauhari (Keling Galing),2026-04-01 14:01:24,0.0,Tidak relevan dengan pertanyaan manapun,0,0.208,0.66,0.132,moderate,False,"ribet dan error padahal dulu cairin gampang banget, sekarang kualitas menurun tajam.","ribet dan error padahal dulu cairin gampang banget, sekarang kualitas menurun tajam. ribet error padahal dulu cairin gampang banget sekarang kualitas turun tajam",False,True,True,False,True
di samsung s8+ tdk bisa buka aplikasi,samsung s tidak bisa buka aplikasi,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,,,"buka, tidak bisa",tidak bisa buka,neutral,0.0,4.0,1.0,Wa Giono,2026-04-01 13:48:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,0.0,moderate,False,di samsung s8+ tdk bisa buka aplikasi,di samsung s8+ tdk bisa buka aplikasi samsung s tidak bisa buka aplikasi,False,False,True,True,True
"Aplikasi ny tidak bisa dibuka ,pas awal donloawd masih bisa",aplikasi ny tidak bisa buka pas awal donloawd bisa,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",10,,,"buka, tidak bisa","tidak bisa buka, tidak bisa dibuka",negative,-0.3612,2.92,5.0,Rivaldo Sihotang,2026-04-01 13:41:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.383,0.336,0.282,low,True,"aplikasi ny tidak bisa dibuka ,pas awal donloawd masih bisa","aplikasi ny tidak bisa dibuka ,pas awal donloawd masih bisa aplikasi ny tidak bisa buka pas awal donloawd bisa",False,False,True,True,True
👍🏻,,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.5267,5.58,5.0,eko hendrianto,2026-04-01 13:11:55,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,False,👍🏻,👍🏻 ,False,False,False,False,False
"ini kenapa mau login gk bisa masuk, sudah ganti sandi ttp gk bisa masuk",mau login tidak bisa masuk ganti sandi ttp tidak bisa masuk,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",14,,,"login, masuk, tidak bisa",tidak bisa masuk,negative,-0.7783,1.67,2.0,Mega Rusita,2026-04-01 13:01:58,0.0,Tidak relevan dengan pertanyaan manapun,0,0.694,0.306,0.0,low,True,"ini kenapa mau login gk bisa masuk, sudah ganti sandi ttp gk bisa masuk","ini kenapa mau login gk bisa masuk, sudah ganti sandi ttp gk bisa masuk mau login tidak bisa masuk ganti sandi ttp tidak bisa masuk",False,False,True,True,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.5574,5.67,5.0,Galih Prasetiya,2026-04-01 12:58:17,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,negative,-0.2023,3.39,5.0,Ahmad Suhaimi,2026-04-01 12:41:33,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.478,0.217,0.304,moderate,False,good,good good,True,False,False,False,True
baik,baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,baik,,,,positive,0.5574,5.67,5.0,Taufikurrahman,2026-04-01 12:37:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False,baik,baik baik,True,False,False,False,True
kenapa ya nggak bisa kebuka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,"buka, gak bisa, nggak bisa, tidak bisa",tidak bisa buka,positive,0.5267,5.58,5.0,Iwan Ridwan,2026-04-01 12:33:29,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True,kenapa ya nggak bisa kebuka,kenapa ya nggak bisa kebuka tidak bisa buka,False,False,True,True,True
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5267,5.58,5.0,Stefanus,2026-04-01 12:24:41,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,bagus,bagus bagus,True,False,False,False,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.5267,5.58,5.0,nurul Hidayat,2026-04-01 12:19:28,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap,mantap mantap,True,False,False,False,True
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5267,5.58,5.0,Fa Tan,2026-04-01 12:05:42,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,bagus,bagus bagus,True,False,False,False,True
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,neutral,0.0,4.0,5.0,Riki Ky,2026-04-01 12:00:21,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,bagus,bagus bagus,True,False,False,False,True
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,negative,-0.5719,2.28,5.0,Tino Gagah,2026-04-01 11:57:26,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.787,0.213,0.0,low,False,bagus,bagus bagus,True,False,False,False,True
terlalu rumit,terlalu rumit,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",2,,,rumit,,negative,-0.4588,2.62,4.0,Ramadan Piari,2026-04-01 11:39:35,0.0,Tidak relevan dengan pertanyaan manapun,0,0.679,0.0,0.321,low,False,terlalu rumit,terlalu rumit terlalu rumit,False,False,True,False,True
mantappp,mantappp,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.7845,6.35,5.0,Basor Prakoso,2026-04-01 11:29:09,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.127,0.873,high,False,mantappp,mantappp mantappp,True,False,False,False,True
terimakasih jmo,terimakasih jmo,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.7351,6.21,5.0,Syadon Hamadi,2026-04-01 11:18:43,0.0,Tidak relevan dengan pertanyaan manapun,0,0.13,0.29,0.58,high,False,terimakasih jmo,terimakasih jmo terimakasih jmo,False,False,False,False,False
