audit_id,priority_rank,priority_name,priority_note,manual_check_status,manual_final_label,manual_final_dimension,manual_decision,manual_note,comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,suggested_label,suggested_dimension,label_change_direction,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
1031,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"gila ni apk,mau klaim jmo susah nya ga karuan,gagal teru alesan koneksi atau server,pdhl sinyal make telkom buat nonton drama aja kenceng,cuma di apk ini gagal terus",gila ni aplikasi mau klaim jmo susah nya tidak karuan gagal teru alesan koneksi server pdhl sinyal make telkom buat nonton drama aja kenceng cuma aplikasi gagal terus,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",27,,klaim,"gagal, server, susah",,positive,0.5267,5.58,1,Noob Gameplay,2026-04-07 02:37:28,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,"gila ni apk,mau klaim jmo susah nya ga karuan,gagal teru alesan koneksi atau server,pdhl sinyal make telkom buat nonton drama aja kenceng,cuma di apk ini gagal terus","gila ni apk,mau klaim jmo susah nya ga karuan,gagal teru alesan koneksi atau server,pdhl sinyal make telkom buat nonton drama aja kenceng,cuma di apk ini gagal terus gila ni aplikasi mau klaim jmo susah nya tidak karuan gagal teru alesan koneksi server pdhl sinyal make telkom buat nonton drama aja kenceng cuma aplikasi gagal terus",False,True,True,False,True
1033,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,gak bisa ke buka jmo nya padahal sudah download,tidak bisa buka jmo nya padahal download,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",9,,,"buka, gak bisa, tidak bisa",tidak bisa buka,positive,0.5574,5.67,2,Nur Diana,2026-04-07 02:19:54,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,True,gak bisa ke buka jmo nya padahal sudah download,gak bisa ke buka jmo nya padahal sudah download tidak bisa buka jmo nya padahal download,False,False,True,True,True
1034,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"aplikasi error ini bukannya ngebantu malah nyusahin, kode verifikasi sudah di input tetap saja tidak mauu ini aplikasi bikin emosi saja",aplikasi error bukan ngebantu malah nyusahin kode verifikasi input tetap tidak mauu aplikasi bikin emosi,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",21,,bantu,"buka, error, kode, verifikasi",aplikasi error,negative,-0.3182,3.05,1,Sardin Dady,2026-04-07 02:14:59,0,Tidak relevan dengan pertanyaan manapun,0,0.355,0.457,0.188,moderate,False,"aplikasi error ini bukannya ngebantu malah nyusahin, kode verifikasi sudah di input tetap saja tidak mauu ini aplikasi bikin emosi saja","aplikasi error ini bukannya ngebantu malah nyusahin, kode verifikasi sudah di input tetap saja tidak mauu ini aplikasi bikin emosi saja aplikasi error bukan ngebantu malah nyusahin kode verifikasi input tetap tidak mauu aplikasi bikin emosi",False,True,True,True,True
1035,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,kenapa jmo setelah di update tidak bisa log in ke akun?? email dan sandi sudah betul . ketika di tekan log in tidak ada respon,jmo update tidak bisa log in akun email sandi betul tekan log in tidak respon,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",25,,,tidak bisa,,positive,0.5267,5.58,3,Muhammad_ Labib,2026-04-07 02:02:09,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True,kenapa jmo setelah di update tidak bisa log in ke akun?? email dan sandi sudah betul . ketika di tekan log in tidak ada respon,kenapa jmo setelah di update tidak bisa log in ke akun?? email dan sandi sudah betul . ketika di tekan log in tidak ada respon jmo update tidak bisa log in akun email sandi betul tekan log in tidak respon,False,False,True,False,True
1036,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.8402,6.52,5,Imro Sholikhah,2026-04-07 01:30:18,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.165,0.446,0.388,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
1037,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"giliran pemotongan cepat . giliran untuk pengambilan saldonya lama nya bukan maen , padahal kan hak konsumen nya .. terhitung di tgl pengajuan tapi setelah 7 hari malah gak ke proses pencairannya.. tolong di perbaiki kembali sistem nya kok banyak bener kelalaian",gilir potong cepat gilir ambil saldo lama nya bukan maen padahal kan hak konsumen nya hitung tgl aju hari malah tidak proses cair baik sistem nya kok banyak bener lalai,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",42,"baik, ok","cair, pencairan, saldo",buka,,negative,-0.7351,1.79,1,Mail Suer,2026-04-07 01:15:22,0,Tidak relevan dengan pertanyaan manapun,0,0.394,0.474,0.131,low,False,"giliran pemotongan cepat . giliran untuk pengambilan saldonya lama nya bukan maen , padahal kan hak konsumen nya .. terhitung di tgl pengajuan tapi setelah 7 hari malah gak ke proses pencairannya.. tolong di perbaiki kembali sistem nya kok banyak bener kelalaian","giliran pemotongan cepat . giliran untuk pengambilan saldonya lama nya bukan maen , padahal kan hak konsumen nya .. terhitung di tgl pengajuan tapi setelah 7 hari malah gak ke proses pencairannya.. tolong di perbaiki kembali sistem nya kok banyak bener kelalaian gilir potong cepat gilir ambil saldo lama nya bukan maen padahal kan hak konsumen nya hitung tgl aju hari malah tidak proses cair baik sistem nya kok banyak bener lalai",True,True,True,False,True
1038,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"gimana mau reting, sandi salahlah, akun tidak terdaftar lah tiap bulan bayar aplikasi klo urusan sama pemerintah apa begini, aneh",gimana mau reting sandi salah akun tidak daftar lah tiap bulan bayar aplikasi klo urus sama perintah apa begini aneh,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",20,,,daftar,,positive,0.7717,6.32,1,Ari Kurniawan,2026-04-07 01:12:21,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.23,0.77,high,False,"gimana mau reting, sandi salahlah, akun tidak terdaftar lah tiap bulan bayar aplikasi klo urusan sama pemerintah apa begini, aneh","gimana mau reting, sandi salahlah, akun tidak terdaftar lah tiap bulan bayar aplikasi klo urusan sama pemerintah apa begini, aneh gimana mau reting sandi salah akun tidak daftar lah tiap bulan bayar aplikasi klo urus sama perintah apa begini aneh",False,False,True,False,True
1039,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,sangat puas dengan aplikasi ini terimakasih 🙏🙏🙏,sangat puas aplikasi terimakasih,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",7,puas,,,,positive,0.4215,5.26,5,Ronyanto Boimau,2026-04-07 00:59:08,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.263,0.737,high,True,sangat puas dengan aplikasi ini terimakasih 🙏🙏🙏,sangat puas dengan aplikasi ini terimakasih 🙏🙏🙏 sangat puas aplikasi terimakasih,True,False,False,False,True
1042,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,keren lah pokoknyt,keren lah pokoknyt,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,"keren, ok",,,,positive,0.296,4.89,5,Haritriutami,2026-04-06 23:54:11,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.312,0.688,moderate,False,keren lah pokoknyt,keren lah pokoknyt keren lah pokoknyt,True,False,False,False,True
1044,5,P5 - Label 3 dimension check,Label gabungan perlu dicek apakah benar mengandung usefulness dan ease of use sekaligus.,,,,,,bagus cepat,bagus cepat,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,3 -> 0,3,Usefulness + Ease of Use,True,label_3_no_clear_dimension_keyword,"Label aktual gabungan, tetapi tidak terdeteksi keyword usefulness atau ease of use yang jelas.",2,bagus,,,,positive,0.4588,5.38,5,Indah,2026-04-06 23:18:39,0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True,bagus cepat,bagus cepat bagus cepat,True,False,False,False,True
1045,4,P4 - Label 0 contains usefulness keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi usefulness atau manfaat aplikasi.,,,,,,"kurang memuaskan, beberapa fitur di batasi",kurang muas beberapa fitur batas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",6,,fitur,,,positive,0.5267,5.58,5,Misteri Ranjang Bergoyang,2026-04-06 18:45:52,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,"kurang memuaskan, beberapa fitur di batasi","kurang memuaskan, beberapa fitur di batasi kurang muas beberapa fitur batas",False,True,False,False,True
1046,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,ini gimana sih aplikasi udh masukin email dll mlh gk bs login.udh lupa akun eh kode otp nya kgk ada di email huuu..tetep aja sm gk bs heran....sdh bnr semua tp nol hsl nya,gimana sih aplikasi udh masukin email mlh tidak bs login udh lupa akun eh kode otp nya kgk email huuu tetep aja sm tidak bs heran sdh bnr semua tp nol hsl nya,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",34,,,"kode, login, masuk, otp",,neutral,0.0,4.0,1,Yoyok Setya,2026-04-06 17:44:36,0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True,ini gimana sih aplikasi udh masukin email dll mlh gk bs login.udh lupa akun eh kode otp nya kgk ada di email huuu..tetep aja sm gk bs heran....sdh bnr semua tp nol hsl nya,ini gimana sih aplikasi udh masukin email dll mlh gk bs login.udh lupa akun eh kode otp nya kgk ada di email huuu..tetep aja sm gk bs heran....sdh bnr semua tp nol hsl nya gimana sih aplikasi udh masukin email mlh tidak bs login udh lupa akun eh kode otp nya kgk email huuu tetep aja sm tidak bs heran sdh bnr semua tp nol hsl nya,False,False,True,False,True
1048,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,neutral,0.0,4.0,5,Yuli Ana,2026-04-06 16:49:13,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
1049,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,AKUN JMO GK BISA DI LOGIN KE HP LAIN KAH..? KARENA HP YG LAMA SAYA SUDAH RETAK LCDNYA,akun jmo tidak bisa login hp hp yg lama retak lcdnya,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",18,,,"login, tidak bisa",tidak bisa login,positive,0.5423,5.63,5,muhammad reza,2026-04-06 15:34:51,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.533,0.467,high,False,akun jmo gk bisa di login ke hp lain kah..? karena hp yg lama saya sudah retak lcdnya,akun jmo gk bisa di login ke hp lain kah..? karena hp yg lama saya sudah retak lcdnya akun jmo tidak bisa login hp hp yg lama retak lcdnya,False,False,True,True,True
1050,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"kenapa aplikasi jmo di hp ku nggak bisa dibuka,setiap dibuka ilang lag mental,gimana solusinya",aplikasi jmo hp ku tidak bisa buka tiap buka ilang lag mental gimana solusi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",14,,,"buka, gak bisa, nggak bisa, tidak bisa",tidak bisa buka,neutral,0.0,4.0,1,simun tok,2026-04-06 15:08:15,0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,"kenapa aplikasi jmo di hp ku nggak bisa dibuka,setiap dibuka ilang lag mental,gimana solusinya","kenapa aplikasi jmo di hp ku nggak bisa dibuka,setiap dibuka ilang lag mental,gimana solusinya aplikasi jmo hp ku tidak bisa buka tiap buka ilang lag mental gimana solusi",False,False,True,True,True
1051,4,P4 - Label 0 contains usefulness keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi usefulness atau manfaat aplikasi.,,,,,,semoga manfaat buat semua y,moga manfaat buat semua y,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",5,,manfaat,,,positive,0.7096,6.13,4,Ana Hasanah,2026-04-06 14:33:27,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,semoga manfaat buat semua y,semoga manfaat buat semua y moga manfaat buat semua y,False,True,False,False,True
1053,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"Kacau. Mau liat saldo katanya pastikan terhubung ke internet . Padahal internet ada, lancar, buka apk yang lainpun lancar . Apk ini ajah yg bermasalah .",kacau mau liat saldo kata hubung internet padahal internet lancar buka aplikasi lancar aplikasi ajah yg masalah,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",26,,saldo,buka,,negative,-0.2023,3.39,4,Ida Sap,2026-04-06 13:38:57,1,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,False,"kacau. mau liat saldo katanya pastikan terhubung ke internet . padahal internet ada, lancar, buka apk yang lainpun lancar . apk ini ajah yg bermasalah .","kacau. mau liat saldo katanya pastikan terhubung ke internet . padahal internet ada, lancar, buka apk yang lainpun lancar . apk ini ajah yg bermasalah . kacau mau liat saldo kata hubung internet padahal internet lancar buka aplikasi lancar aplikasi ajah yg masalah",False,True,True,False,True
1054,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,kadang gk bisa dibuka ....,kadang tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,"buka, tidak bisa",tidak bisa buka,positive,0.7579,6.27,4,neta queeneta,2026-04-06 13:23:59,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.105,0.895,high,True,kadang gk bisa dibuka ....,kadang gk bisa dibuka .... kadang tidak bisa buka,False,False,True,True,True
1056,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,aplikasi ini memudahkan saya untuk melihat saldo JHT,aplikasi mudah lihat saldo jht,0,1,1,Usefulness,3,Usefulness + Ease of Use,1 -> 3,2,Ease of Use,False,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",8,,"jht, saldo",mudah,,positive,0.8176,6.45,4,Atem Ilham,2026-04-06 12:56:37,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.19,0.81,high,True,aplikasi ini memudahkan saya untuk melihat saldo jht,aplikasi ini memudahkan saya untuk melihat saldo jht aplikasi mudah lihat saldo jht,False,True,True,False,True
